,Year,Country Code,Country Name,Region,Income Group,Lending Type,MS.MIL.MPRT.KD,MS.MIL.XPND.CD,MS.MIL.XPND.GD.ZS
1265,2014,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,7000000,239893634.5,1.213366003
1266,2014,SGP,Singapore,East Asia & Pacific,High income,Not classified,65000000,9596602344,3.047860385
1268,2014,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD,20000000,233900000,1.035254877
1271,2014,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA,35000000,1301525424,8.619559859
1273,2014,SVN,Slovenia,Europe & Central Asia,High income,Not classified,1000000,486194870.4,0.973739588
1274,2014,SWE,Sweden,Europe & Central Asia,High income,Not classified,45000000,6555518064,1.126447318
1276,2014,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,16000000,30909152.72,2.301511211
1278,2014,TCD,Chad,Sub-Saharan Africa ,Low income,IDA,58000000,392382954.6,2.806513955
1279,2014,TGO,Togo,Sub-Saharan Africa ,Low income,IDA,15000000,83080011.56,1.818288863
1280,2014,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,95000000,5729778478,1.406636554
1285,2014,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,45000000,908357287.6,1.908160652
1286,2014,TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,1524000000,17576538471,1.871966551
1287,2014,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,14000000,507285799,1.015761009
1288,2014,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA,1000000,325663027.2,0.979131491
1289,2014,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD,1000000,2997189214,2.245020521
1290,2014,URY,Uruguay,Latin America & Caribbean ,High income,IBRD,9000000,1034499447,1.807429456
1291,2014,USA,United States,North America,High income,Not classified,590000000,6.47789E+11,3.69589465
1293,2014,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD,181000000,1554727108,1.16181681
1294,2014,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD,1212000000,4255721581,2.285507647
1295,2014,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA,1000000,53575787.74,0.725311468
1296,2014,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA,6000000,1714830844,3.966891088
1297,2014,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,50000000,3892485091,1.109437883
1300,2015,AFG,Afghanistan,South Asia,Low income,IDA,116000000,199518614.8,0.994575823
1301,2015,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,47000000,3608299115,3.105426293
1302,2015,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,7000000,132350667.6,1.162303864
1304,2015,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,21000000,5482616701,0.850128583
1306,2015,AUS,Australia,East Asia & Pacific,High income,Not classified,1464000000,24046205860,1.951027863
1307,2015,AUT,Austria,Europe & Central Asia,High income,Not classified,1000000,2665409782,0.698138152
1308,2015,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD,335000000,2900551382,5.464876793
1309,2015,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA,1000000,66164584.44,2.201862734
1310,2015,BEL,Belgium,Europe & Central Asia,High income,Not classified,56000000,4202062770,0.909284202
1313,2015,BGD,Bangladesh,South Asia,Lower middle income,IDA,633000000,2815281641,1.350969947
1314,2015,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD,3000000,632509635,1.248848117
1315,2015,BHR,Bahrain,Middle East & North Africa,High income,Not classified,17000000,1442021277,4.632877366
1318,2015,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,96000000,709908846.1,1.257482359
1321,2015,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,219000000,24617701683,1.365517154
1322,2015,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,36000000,424022039.2,3.279290461
1326,2015,CAN,Canada,North America,High income,Not classified,408000000,17937641895,1.152709375
1327,2015,CHE,Switzerland,Europe & Central Asia,High income,Not classified,12000000,4521076909,0.643890851
1328,2015,CHL,Chile,Latin America & Caribbean ,High income,IBRD,144000000,4630772774,1.898487266
1329,2015,CHN,China,East Asia & Pacific,Upper middle income,IBRD,1262000000,1.96539E+11,1.750717767
1330,2015,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA,5000000,569671621.5,1.719446027
1331,2015,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend,9000000,353815494.6,1.144433297
1332,2015,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA,2000000,491276877.1,1.295639749
1334,2015,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,193000000,9127165375,3.109960084
1340,2015,DEU,Germany,Europe & Central Asia,High income,Not classified,96000000,38170021071,1.137338427
1342,2015,DNK,Denmark,Europe & Central Asia,High income,Not classified,42000000,3364047774,1.111446012
1343,2015,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD,1000000,458007157.5,0.643674978
1344,2015,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD,898000000,10412714003,6.270242856
1345,2015,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,27000000,2597510000,2.616074159
1346,2015,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD,1436000000,5475490833,1.723147428
1347,2015,ESP,Spain,Europe & Central Asia,High income,Not classified,135000000,15187168681,1.270823783
1348,2015,EST,Estonia,Europe & Central Asia,High income,Not classified,18000000,463568814.5,2.011335173
1349,2015,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA,10000000,442532624.5,0.705413868
1350,2015,FIN,Finland,Europe & Central Asia,High income,Not classified,293000000,3399134967,1.449960972
1352,2015,FRA,France,Europe & Central Asia,High income,Not classified,42000000,45647471641,1.872258281
1353,2015,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD,5000000,170374503.3,1.185025608
1354,2015,GBR,United Kingdom,Europe & Central Asia,High income,Not classified,397000000,59990205719,2.045503192
1356,2015,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,13000000,190540362,0.526514224
1361,2015,GRC,Greece,Europe & Central Asia,High income,Not classified,749000000,4818121326,2.466920999
1362,2015,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,33000000,252455480.6,0.432011238
1364,2015,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,8000000,356266321,1.67127565
1365,2015,HRV,Croatia,Europe & Central Asia,High income,IBRD,11000000,883162983.3,1.783240088
1368,2015,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD,438000000,7595030528,0.882266735
1369,2015,IND,India,South Asia,Lower middle income,IBRD,3117000000,51295483754,2.457450601
1370,2015,IRL,Ireland,Europe & Central Asia,High income,Not classified,43000000,997005656,0.34201587
1371,2015,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD,13000000,10588769671,2.760311749
1372,2015,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD,1464000000,9604231011,5.410251036
1374,2015,ISR,Israel,Middle East & North Africa,High income,Not classified,681000000,16516787445,5.509027525
1375,2015,ITA,Italy,Europe & Central Asia,High income,Not classified,253000000,22180845070,1.208228326
1376,2015,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,2000000,123854135.7,0.872496467
1377,2015,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD,233000000,1614929577,4.259212039
1378,2015,JPN,Japan,East Asia & Pacific,High income,Not classified,329000000,42106103306,0.95925133
1379,2015,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,444000000,2046197674,1.109721439
1380,2015,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend,30000000,843667802.8,1.318070261
1381,2015,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,4000000,117003278.1,1.752024087
1383,2015,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,254000000,36570769323,2.494981214
1384,2015,KWT,Kuwait,Middle East & North Africa,High income,Not classified,339000000,5735132890,5.007568172
1386,2015,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD,48000000,2239416094,4.486884345
1390,2015,LTU,Lithuania,Europe & Central Asia,High income,Not classified,13000000,471221026.9,1.137748174
1392,2015,LVA,Latvia,Europe & Central Asia,High income,Not classified,3000000,282688255.5,1.037829348
1393,2015,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD,47000000,3268363376,3.230153348
1396,2015,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,319000000,5468837812,0.466676122
1400,2015,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,244000000,2552370442,4.301367428
1401,2015,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,1000000,56891427.3,1.40371624
1402,2015,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD,74000000,101733069.8,0.865841302
1403,2015,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA,0,134033726.4,0.840285274
1404,2015,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,1000000,132931217.7,2.103123669
1406,2015,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,2000000,40793415.43,0.634771027
1407,2015,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,118000000,4532069852,1.503898666
1410,2015,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,186000000,2065557663,0.417636537
1411,2015,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA,15000000,98932947.15,0.775537372
1412,2015,NLD,Netherlands,Europe & Central Asia,High income,Not classified,60000000,8667849617,1.132711505
1413,2015,NOR,Norway,Europe & Central Asia,High income,Not classified,143000000,5815228175,1.507279581
1414,2015,NPL,Nepal,South Asia,Lower middle income,IDA,14000000,323797729.6,1.556630126
1415,2015,NZL,New Zealand,East Asia & Pacific,High income,Not classified,90000000,1943757736,1.111071249
1416,2015,OMN,Oman,Middle East & North Africa,High income,Not classified,127000000,7533550065,10.93096096
1417,2015,PAK,Pakistan,South Asia,Lower middle income,Blend,779000000,9483482373,3.551387243
1419,2015,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,212000000,3312214570,1.730910597
1420,2015,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,153000000,3335550049,1.08846304
1422,2015,POL,Poland,Europe & Central Asia,High income,IBRD,140000000,10212785781,2.137407113
1424,2015,PRT,Portugal,Europe & Central Asia,High income,Not classified,1000000,3565420872,1.787974411
1427,2015,ROU,Romania,Europe & Central Asia,High income,IBRD,22000000,2580594158,1.451968796
1428,2015,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD,85000000,66421822180,4.871514747
1429,2015,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,27000000,103563214.7,1.252583459
1430,2015,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified,3377000000,87185866667,13.32567234
1431,2015,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA,124000000,2279621640,2.655921816
1432,2015,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,16000000,214827965.2,1.209099171
1433,2015,SGP,Singapore,East Asia & Pacific,High income,Not classified,147000000,9383830669,3.046712659
1434,2015,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA,0,39226514.27,0.923453252
1438,2015,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA,19000000,1151920377,10.56146145
1442,2015,SWE,Sweden,Europe & Central Asia,High income,Not classified,14000000,5386942196,1.066502053
1446,2015,TCD,Chad,Sub-Saharan Africa ,Low income,IDA,1000000,220982331.6,2.018821855
1448,2015,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,174000000,5724812311,1.426581859
1453,2015,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD,46000000,202106905.5,0.83320624
1454,2015,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,7000000,979494041.9,2.26986516
1455,2015,TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,438000000,15668750000,1.812848293
1456,2015,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,20000000,517075761.8,1.091369867
1457,2015,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA,6000000,306144695.4,1.041162488
1458,2015,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD,23000000,2959581345,3.251180763
1459,2015,URY,Uruguay,Latin America & Caribbean ,High income,IBRD,8000000,969906845.5,1.820588137
1460,2015,USA,United States,North America,High income,Not classified,513000000,6.3383E+11,3.477845166
1462,2015,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD,167000000,320539158,0.941375969
1463,2015,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD,855000000,4562632501,2.361155698
1466,2015,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,2000000,3488867948,1.099182075
1467,2015,ZMB,Zambia,Sub-Saharan Africa ,Low income,IDA,14000000,372447569.8,1.75323438
1469,2016,AFG,Afghanistan,South Asia,Low income,IDA,174000000,185878310.1,0.956772141
1470,2016,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,152000000,2764054937,2.733340655
1473,2016,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,17000000,4509647660,0.813140078
1474,2016,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,110000000,431396218.6,4.090349217
1475,2016,AUS,Australia,East Asia & Pacific,High income,Not classified,1026000000,26382947050,2.083689225
1476,2016,AUT,Austria,Europe & Central Asia,High income,Not classified,13000000,2885947386,0.729737692
1477,2016,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD,274000000,1396969108,3.688527303
1478,2016,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA,3000000,66462843.08,2.115625208
1479,2016,BEL,Belgium,Europe & Central Asia,High income,Not classified,4000000,4255489555,0.894706236
1481,2016,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA,7000000,149467363.2,1.375362376
1482,2016,BGD,Bangladesh,South Asia,Lower middle income,IDA,444000000,3239753510,1.372321482
1484,2016,BHR,Bahrain,Middle East & North Africa,High income,Not classified,26000000,1505534574,4.671440867
1487,2016,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,115000000,592182331.4,1.253515045
1488,2016,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD,2000000,21712887.5,1.223192232
1489,2016,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD,27000000,552381263.9,1.627932972
1490,2016,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,109000000,24224746901,1.347975413
1493,2016,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,5000000,514463449.2,3.28777595
1495,2016,CAN,Canada,North America,High income,Not classified,233000000,17782775543,1.164161567
1496,2016,CHE,Switzerland,Europe & Central Asia,High income,Not classified,73000000,4571348247,0.657387011
1497,2016,CHL,Chile,Latin America & Caribbean ,High income,IBRD,40000000,4796010962,1.91538872
1498,2016,CHN,China,East Asia & Pacific,Upper middle income,IBRD,1139000000,1.98538E+11,1.770695719
1499,2016,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA,5000000,602538731.2,1.707463673
1500,2016,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend,20000000,387437830.9,1.187536437
1501,2016,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA,43000000,395733745.2,1.066108209
1503,2016,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,21000000,8675980823,3.071131026
1509,2016,DEU,Germany,Europe & Central Asia,High income,Not classified,55000000,39855047309,1.149654485
1511,2016,DNK,Denmark,Europe & Central Asia,High income,Not classified,102000000,3592727944,1.147637617
1512,2016,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD,0,479722172.8,0.634030553
1513,2016,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD,2903000000,10217081700,6.384928983
1514,2016,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,26000000,2513200000,2.5147668
1515,2016,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD,1690000000,4513022527,1.666605152
1516,2016,ESP,Spain,Europe & Central Asia,High income,Not classified,86000000,14014439635,1.13772804
1517,2016,EST,Estonia,Europe & Central Asia,High income,Not classified,29000000,497653404.3,2.051844371
1518,2016,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA,5000000,490177248.5,0.695462177
1519,2016,FIN,Finland,Europe & Central Asia,High income,Not classified,160000000,3415008250,1.419652626
1521,2016,FRA,France,Europe & Central Asia,High income,Not classified,45000000,47370589553,1.917282368
1522,2016,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD,3000000,202815390.7,1.447542623
1523,2016,GBR,United Kingdom,Europe & Central Asia,High income,Not classified,259000000,53327327634,1.981438255
1525,2016,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,22000000,161751874.3,0.38237993
1529,2016,GRC,Greece,Europe & Central Asia,High income,Not classified,323000000,4963484464,2.575917794
1533,2016,HRV,Croatia,Europe & Central Asia,High income,IBRD,20000000,836685042.1,1.621882181
1535,2016,HUN,Hungary,Europe & Central Asia,High income,Not classified,14000000,1288676093,1.003106301
1536,2016,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD,377000000,7396626075,0.792220214
1537,2016,IND,India,South Asia,Lower middle income,IBRD,3003000000,56637622641,2.543151188
1538,2016,IRL,Ireland,Europe & Central Asia,High income,Not classified,43000000,1001610418,0.334441788
1539,2016,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD,413000000,12263957415,2.972793279
1540,2016,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD,1789000000,5970383698,3.503377806
1542,2016,ISR,Israel,Middle East & North Africa,High income,Not classified,605000000,17488176165,5.485117167
1543,2016,ITA,Italy,Europe & Central Asia,High income,Not classified,760000000,25033027895,1.334835252
1544,2016,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,22000000,137649061.8,0.954824792
1545,2016,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD,232000000,1769436620,4.514193317
1546,2016,JPN,Japan,East Asia & Pacific,High income,Not classified,330000000,46471287714,0.944838286
1547,2016,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,248000000,1281103432,0.933551765
1548,2016,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend,29000000,933103002.5,1.348739783
1549,2016,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,9000000,115645311.8,1.697389571
1551,2016,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,1058000000,36885283430,2.459578022
1552,2016,KWT,Kuwait,Middle East & North Africa,High income,Not classified,164000000,6446742131,5.893528357
1553,2016,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD,28000000,2606456908,5.062663113
1557,2016,LTU,Lithuania,Europe & Central Asia,High income,Not classified,28000000,635448102.4,1.477505872
1558,2016,LUX,Luxembourg,Europe & Central Asia,High income,Not classified,0,260729679.6,0.452817698
1559,2016,LVA,Latvia,Europe & Central Asia,High income,Not classified,26000000,404552452.2,1.450693304
1560,2016,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD,287000000,3327031890,3.219526441
1563,2016,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,320000000,5336875740,0.495064414
1564,2016,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,0,103520137.3,0.970115978
1565,2016,MLI,Mali,Sub-Saharan Africa ,Low income,IDA,21000000,362398902.2,2.587226876
1566,2016,MLT,Malta,Middle East & North Africa,High income,Not classified,6000000,59672922.99,0.510420195
1567,2016,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,283000000,2455784120,4.086562921
1568,2016,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,0,61714551.61,1.411279816
1570,2016,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA,2000000,110463709.3,0.929584557
1571,2016,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,35000000,136064876,2.090786149
1572,2016,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,26000000,21999438.03,0.179867285
1573,2016,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,1000000,35748121.99,0.641960496
1574,2016,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,283000000,4169374001,1.384335563
1575,2016,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD,3000000,425388449.6,3.772549964
1577,2016,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,50000000,1723204266,0.43294778
1578,2016,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA,86000000,85073598.44,0.639876676
1579,2016,NLD,Netherlands,Europe & Central Asia,High income,Not classified,75000000,9115240932,1.163626918
1580,2016,NOR,Norway,Europe & Central Asia,High income,Not classified,140000000,5997385048,1.626681488
1581,2016,NPL,Nepal,South Asia,Lower middle income,IDA,8000000,356495278.6,1.700897728
1583,2016,OMN,Oman,Middle East & North Africa,High income,Not classified,423000000,7935955787,12.11954816
1584,2016,PAK,Pakistan,South Asia,Lower middle income,Blend,837000000,9973768059,3.59474547
1585,2016,PAN,Panama,Latin America & Caribbean ,High income,IBRD,3000000,0,0
1586,2016,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,223000000,2536072335,1.304784399
1587,2016,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,230000000,3331502847,1.045585147
1589,2016,POL,Poland,Europe & Central Asia,High income,IBRD,55000000,9164190587,1.938462678
1591,2016,PRT,Portugal,Europe & Central Asia,High income,Not classified,21000000,4133066817,2.004124282
1594,2016,ROU,Romania,Europe & Central Asia,High income,IBRD,177000000,2644159836,1.406136954
1595,2016,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD,145000000,69245294553,5.425147705
1597,2016,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified,2961000000,63672800000,9.87273833
1598,2016,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA,109000000,2748511976,2.65023238
1599,2016,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,40000000,304764264.2,1.602097454
1600,2016,SGP,Singapore,East Asia & Pacific,High income,Not classified,633000000,9873331564,3.099315294
1601,2016,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA,1000000,37414732.17,1.116382358
1602,2016,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD,1000000,247600000,1.023502951
1604,2016,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,14000000,710397717.1,1.745155727
1605,2016,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA,8000000,135338143.6,4.601531486
1608,2016,SWE,Sweden,Europe & Central Asia,High income,Not classified,70000000,5427549191,1.053016389
1610,2016,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,8000000,21920004.39,1.535705992
1612,2016,TCD,Chad,Sub-Saharan Africa ,Low income,IDA,2000000,309567431.7,3.068475119
1614,2016,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,336000000,5876294938,1.421440121
1615,2016,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,8000000,84590183.63,1.215139771
1618,2016,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD,30000000,216276660,0.95365006
1619,2016,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,35000000,987734705.2,2.360819737
1620,2016,TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,328000000,17827702151,2.050324605
1621,2016,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,20000000,544218297.9,1.093691934
1622,2016,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA,1000000,318551679.3,1.045656224
1623,2016,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD,5000000,2943807592,3.154776603
1625,2016,USA,United States,North America,High income,Not classified,451000000,6.39856E+11,3.418942337
1627,2016,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD,137000000,218154892.9,0.454046014
1628,2016,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD,909000000,5017401787,2.442960753
1632,2016,ZMB,Zambia,Sub-Saharan Africa ,Low income,IDA,43000000,299504759.9,1.429304719
1634,2017,AFG,Afghanistan,South Asia,Low income,IDA,252000000,191407113.2,0.9452268
1635,2017,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,110000000,3062872914,2.507985456
1636,2017,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,4000000,144382688.7,1.108696386
1638,2017,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,47000000,5459643672,0.856137916
1639,2017,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,18000000,443610413.3,3.849730577
1640,2017,AUS,Australia,East Asia & Pacific,High income,Not classified,1653000000,27691112417,1.997577267
1641,2017,AUT,Austria,Europe & Central Asia,High income,Not classified,8000000,3153118624,0.757321291
1642,2017,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD,290000000,1528859592,3.756301733
1644,2017,BEL,Belgium,Europe & Central Asia,High income,Not classified,7000000,4432808396,0.883680595
1646,2017,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA,2000000,191065838.8,1.556273179
1647,2017,BGD,Bangladesh,South Asia,Lower middle income,IDA,325000000,3266033239,1.240256126
1649,2017,BHR,Bahrain,Middle East & North Africa,High income,Not classified,29000000,1532712766,4.338775311
1651,2017,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD,1000000,156258302.1,0.864182658
1652,2017,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,147000000,625637816.9,1.146289015
1654,2017,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD,7000000,574070189.6,1.536277694
1655,2017,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,96000000,29261833097,1.414485612
1659,2017,CAN,Canada,North America,High income,Not classified,331000000,22269696323,1.351602232
1660,2017,CHE,Switzerland,Europe & Central Asia,High income,Not classified,34000000,4628401509,0.656917773
1661,2017,CHL,Chile,Latin America & Caribbean ,High income,IBRD,50000000,5370018135,1.9358293
1662,2017,CHN,China,East Asia & Pacific,Upper middle income,IBRD,1338000000,2.10443E+11,1.74645507
1663,2017,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA,14000000,501578732.2,1.329599894
1664,2017,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend,8000000,408157575.1,1.173793483
1667,2017,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,99000000,10018029818,3.209062437
1671,2017,CYP,Cyprus,Europe & Central Asia,High income,Not classified,30000000,359061651,1.583111306
1673,2017,DEU,Germany,Europe & Central Asia,High income,Not classified,43000000,42210258091,1.154049407
1674,2017,DNK,Denmark,Europe & Central Asia,High income,Not classified,52000000,3764033344,1.138233255
1676,2017,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD,1128000000,10073364021,5.924383327
1677,2017,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,20000000,2462700000,2.361263384
1678,2017,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD,2395000000,2765588434,1.4220317
1679,2017,ESP,Spain,Europe & Central Asia,High income,Not classified,82000000,16043533257,1.230690776
1680,2017,EST,Estonia,Europe & Central Asia,High income,Not classified,33000000,537440226.9,2.007733521
1681,2017,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA,1000000,499795483.5,0.666369217
